model,dataset,experiment_name,perturbation,dose,DEGs,r2mean,r2mean_top20,r2mean_top100,r2mean_all_boostrap_mean,r2mean_top20_boostrap_mean,r2mean_top100_boostrap_mean,cell_type_test,average_mean_expressed_diff,average_fractions_diff,average_mean_degs20_diff,average_mean_degs100_diff,edistance,wasserstein,euclidean,mean_pairwise,mmd
ScPreGanPipeline,NaultSinglePipeline_NaultPipeline,seed_19193,tcdd,10.0,44,0.425,0.637,0.904,0.4253370415664102,0.8392951435173355,0.44351564873315835,Endothelial Cells,0.86469424,0.1849866589979313,0.21602094,0.51165223,0.7622705129895362,0.8431118880278922,0.87308115,0.9175662,0.7622705069681815
ScGenPipeline,NaultSinglePipeline_NaultLiverTissuePipeline,seed_19193,tcdd,10.0,6,0.939,0.922,0.956,0.9380218287448737,0.958264457414777,0.9289986275614079,Stellate Cells,0.88099504,0.6717625939648528,0.66240525,0.7131282,3.5451907027181893,1.3265512621857576,1.8828669,1.094878,3.545189983189287
ScPreGanPipeline,NaultSinglePipeline_NaultPipeline,seed_19193,tcdd,10.0,50,0.874,0.861,0.854,0.874984472803118,0.8543217537929432,0.8344041980904159,Hepatocytes - portal,0.75597656,0.13097150240209637,0.17637925,0.29359058,0.27030178380125275,0.4381195081071645,0.5199057,0.70275927,0.27030196384894944
ButterflyPipeline,NaultSinglePipeline_NaultPipeline,seed_19193,tcdd,30.0,58,0.933,0.887,0.955,0.9328749334578599,0.9584419783673901,0.885894057965172,Hepatocytes - portal,0.8128344,0.2998914333971445,0.11073468,0.27718362,0.10305132479025741,0.28217195154854113,0.32101607,0.6917131,0.1030512489041074
ButterflyPipeline,NaultSinglePipeline_NaultPipeline,seed_19193,tcdd,30.0,5,0.383,0.092,0.006,0.3830242628558449,0.00034950315433729325,0.04815221742078882,Endothelial Cells,0.84045726,0.5218240132551818,0.7210863,0.70595104,1.033596691159408,1.0612745168302917,1.0166596,1.0319494,1.0335964316709503
ButterflyPipeline,NaultSinglePipeline_NaultLiverTissuePipeline,seed_19193,tcdd,0.01,39,0.986,0.984,0.972,0.9861043768559062,0.9743500017696951,0.98386776805737,Hepatocytes - portal,0.82408035,0.2719060463714272,0.24013063,0.4287883,0.43395236554934274,0.6847893726754963,0.65875053,0.8937309,0.43395234594547877
ScPreGanPipeline,NaultSinglePipeline_NaultPipeline,seed_19193,tcdd,3.0,21,0.75,0.78,0.266,0.7410823953593851,0.7874814390466048,0.6878404400754428,Subtype 1,0.7743747,0.15748344632768363,0.43742752,0.617635,1.1608731080936612,1.24321889885609,1.0774382,1.0954733,1.160873106955908
ButterflyPipeline,NaultSinglePipeline_NaultPipeline,seed_19193,tcdd,30.0,1,0.572,0.1,0.002,0.5705481706166192,0.15138054225192635,0.5530429687623833,Neutrophils,0.8708247,0.45235037037037035,0.6822335,0.7046074,0.6822574820631051,1.5955159370323595,0.8259887,1.2681327,0.6822575028583358
ScGenPipeline,NaultSinglePipeline_NaultLiverTissuePipeline,seed_19193,tcdd,10.0,27,0.958,0.949,0.976,0.9573736378905728,0.9765152098172619,0.9319805482751957,Endothelial Cells,0.9143579,0.7646576676530886,0.56190413,0.737484,0.504700625260861,0.8945782269046083,0.71042305,0.9673385,0.5047006456757488
VidrSinglePipeline,NaultSinglePipeline_NaultLiverTissuePipeline,seed_19193,tcdd,10.0,1,0.91,0.906,0.974,0.9069712607250391,0.9614373048947017,0.8977137976350421,Portal Fibroblasts,0.86773366,0.750282138738424,0.61992896,0.71771693,0.8706106167722807,0.88341504013685,0.9330653,0.94995713,0.8706104722652854
VidrSinglePipeline,NaultSinglePipeline_NaultLiverTissuePipeline,seed_19193,tcdd,10.0,60,0.978,0.966,0.96,0.9787967266752768,0.9604221572886806,0.9610552538519004,Hepatocytes - portal,0.9039273,0.697241192401551,0.22130843,0.43626595,0.08305882691636288,0.4055771781487638,0.28819904,0.68359566,0.0830588170553446
VidrSinglePipeline,NaultSinglePipeline_NaultLiverTissuePipeline,seed_19193,tcdd,10.0,6,0.956,0.904,0.935,0.9572026929897787,0.9317882840325987,0.9077516601907167,Stellate Cells,0.8823771,0.7091135046757379,0.5905503,0.6763399,1.2175466925192229,1.1105985004631114,1.1034253,1.0180618,1.217546564030987
ButterflyPipeline,NaultSinglePipeline_NaultPipeline,seed_19193,tcdd,30.0,8,0.381,0.053,0.015,0.38056170584280047,0.00015164756390192454,0.02951108514740589,Stellate Cells,0.8010191,0.5534815389307656,0.74767643,0.65180016,0.900604960922618,0.946624879173108,0.9490023,0.9764839,0.9006050396842804
VidrSinglePipeline,NaultSinglePipeline_NaultLiverTissuePipeline,seed_19193,tcdd,30.0,11,0.817,0.513,0.138,0.8166811623485566,0.5316829771665375,0.45188641708632415,Cholangiocytes,0.84175885,0.731063114068465,0.65516454,0.6975215,0.8010673643172639,0.8390518471349446,0.8950233,0.9141014,0.801067400929599
ScPreGanPipeline,NaultSinglePipeline_NaultPipeline,seed_19193,tcdd,10.0,19,0.268,0.378,0.621,0.26839200730689355,0.5263659339463724,0.27872150368149656,Stellate Cells,0.7493779,0.23017357194165283,0.45928854,0.5273843,0.9461558558531635,0.9664301862454845,0.97270507,0.98313695,0.9461558492869125
VidrSinglePipeline,NaultSinglePipeline_NaultLiverTissuePipeline,seed_19193,tcdd,30.0,3,0.865,0.852,0.707,0.8651621205788815,0.8390924401341249,0.8312558059190154,Endothelial Cells,0.8816475,0.7344169695748539,0.6960403,0.70121765,3.1104839174046255,1.808337894472533,1.763655,1.2785023,3.1104848076357103
ButterflyPipeline,NaultSinglePipeline_NaultLiverTissuePipeline,seed_19193,tcdd,0.03,42,0.976,0.96,0.988,0.9763936490155746,0.9817142079488385,0.9583574482542098,Hepatocytes - portal,0.83442837,0.28442566179984424,0.19013946,0.41134736,0.574186791938505,0.7022342771305671,0.75775135,0.86413336,0.5741870157114776
ButterflyPipeline,NaultSinglePipeline_NaultPipeline,seed_19193,tcdd,10.0,13,0.799,0.955,0.998,0.798456169496862,0.9958726930493842,0.9272245779194479,B Cells,0.9082984,0.4633050794833582,0.47996536,0.68218106,0.466399555348779,0.7190426999610148,0.68293446,0.84161997,0.4663995880252185
ButterflyPipeline,NaultSinglePipeline_NaultPipeline,seed_19193,tcdd,10.0,14,0.812,0.953,0.996,0.8116508025518308,0.9943663752259063,0.8741983126374164,T Cells,0.8985333,0.46952852153283464,0.49368697,0.7033848,0.49091552926941184,0.768009248883315,0.70065355,0.87316734,0.49091556319470203
ButterflyPipeline,NaultSinglePipeline_NaultPipeline,seed_19193,tcdd,30.0,5,0.635,0.316,0.166,0.6351519842833933,0.530093626920742,0.29866056560922055,T Cells,0.8675315,0.46709899831954926,0.6273218,0.70646924,0.7825172899204109,1.0098065675641532,0.8845999,1.0013644,0.7825173173727215
ScGenPipeline,NaultSinglePipeline_NaultLiverTissuePipeline,seed_19193,tcdd,30.0,8,0.848,0.624,0.549,0.8488233751673042,0.6523441037909352,0.6423280845777204,Stellate Cells,0.8441386,0.7117435611271218,0.7350513,0.6507299,1.70570594203877,1.4329157700022659,1.3060275,1.1505158,1.7057062057969958
VidrSinglePipeline,NaultSinglePipeline_NaultLiverTissuePipeline,seed_19193,tcdd,30.0,30,0.925,0.947,0.978,0.92440650923198,0.9715049757126485,0.9447037763414979,Hepatocytes - central,0.85790914,0.6911904747341482,0.32451585,0.4255396,0.26772910391586824,0.5734926423583723,0.51742566,0.76301575,0.267729022130569
ButterflyPipeline,NaultSinglePipeline_NaultLiverTissuePipeline,seed_19193,tcdd,0.1,56,0.964,0.914,0.823,0.9643697158328203,0.8680517540585255,0.9244898630256858,Hepatocytes - portal,0.8407647,0.2909078645962053,0.28216565,0.43886802,0.4696011212029614,0.721774479090272,0.68527436,0.9279503,0.4696012529748052
ButterflyPipeline,NaultSinglePipeline_NaultLiverTissuePipeline,seed_19193,tcdd,0.01,0,0.643,0.663,0.564,0.6401904911272359,0.33132189580675164,0.6719280254731679,Cholangiocytes,0.84929204,0.4510381423856672,0.70935535,0.7831968,1.0412193666117986,0.9800493505974975,1.0204017,0.9845321,1.0412193455200975
ButterflyPipeline,NaultSinglePipeline_NaultPipeline,seed_19193,tcdd,30.0,3,0.482,0.498,0.161,0.4797827562169128,0.3775474457577305,0.4811456752496533,Portal Fibroblasts,0.8006999,0.4724877364644488,0.6822385,0.64840066,0.9509868851979935,0.8503664520396768,0.9751856,0.92443234,0.9509869937023944
ScGenPipeline,NaultSinglePipeline_NaultLiverTissuePipeline,seed_19193,tcdd,30.0,9,0.826,0.717,0.486,0.8257548258842509,0.7091450361882656,0.6798862805711892,Endothelial Cells,0.87675244,0.7360984128920797,0.5987278,0.66479546,1.6023942367394584,1.4303686693779532,1.2658569,1.1578869,1.602394125727775
ScGenPipeline,NaultSinglePipeline_NaultLiverTissuePipeline,seed_19193,tcdd,10.0,19,0.895,0.91,0.962,0.893834394683877,0.9259896075367915,0.8632557162265978,Cholangiocytes,0.8931012,0.7321956388495993,0.43790144,0.69334966,0.6628026455549996,0.8510946140997587,0.8141271,0.9143319,0.6628026006713847
VidrSinglePipeline,NaultSinglePipeline_NaultLiverTissuePipeline,seed_19193,tcdd,30.0,52,0.939,0.901,0.953,0.9378430960867271,0.9542766321751999,0.8951891761355499,Hepatocytes - portal,0.8912128,0.6848943824255801,0.18456286,0.35739323,0.1427921201182472,0.674393613909057,0.37787852,0.76161677,0.14279169617437454
ButterflyPipeline,NaultSinglePipeline_NaultLiverTissuePipeline,seed_19193,tcdd,0.3,2,0.506,0.689,0.937,0.506014686572114,0.78729320073801,0.6587820622978231,Endothelial Cells,0.8845976,0.4329826179463093,0.677294,0.7739637,1.0051588285234114,1.03489571485697,1.0025759,1.0109602,1.005158822341281
VidrSinglePipeline,NaultSinglePipeline_NaultLiverTissuePipeline,seed_19193,tcdd,30.0,2,0.856,0.799,0.689,0.8534142145914072,0.7444226711765184,0.7955414666650131,Portal Fibroblasts,0.81649965,0.6985889770563956,0.61421996,0.61776435,1.1189176874465983,0.8318078707993731,1.057789,0.91034675,1.1189178137996953
ScGenPipeline,NaultSinglePipeline_NaultLiverTissuePipeline,seed_19193,tcdd,10.0,35,0.941,0.953,0.964,0.941451457199535,0.9598276587600804,0.9497403382959694,Hepatocytes - central,0.88978314,0.71409890050952,0.39273137,0.5377344,0.40315361526624793,0.6720900312788911,0.63494414,0.8132944,0.40315407052578883
ScPreGanPipeline,NaultSinglePipeline_NaultPipeline,seed_19193,tcdd,10.0,19,0.429,0.677,0.815,0.42706266333206677,0.7526201061426867,0.5277642108640559,Cholangiocytes,0.7820354,0.22354799622819427,0.32503107,0.5825665,0.8574301750813014,0.8963924550427564,0.92597514,0.94475967,0.8574301680420074
ScGenPipeline,NaultSinglePipeline_NaultLiverTissuePipeline,seed_19193,tcdd,30.0,19,0.832,0.83,0.908,0.8321360324946089,0.9058312489672177,0.8257434941876142,Hepatocytes - portal,0.8504832,0.8041778248636314,0.5312407,0.5909092,0.5261196318541433,1.0028651299395073,0.72534126,1.0137302,0.5261208134346286
ScPreGanPipeline,NaultSinglePipeline_NaultPipeline,seed_19193,tcdd,10.0,47,0.925,0.937,0.98,0.9254286655613022,0.9799235021966419,0.9298165874898807,Hepatocytes - central,0.7047719,0.12391209439528023,0.21633461,0.34863293,0.23016317808291814,0.4245037811887498,0.47975308,0.71893245,0.23016303714642528
ScGenPipeline,NaultSinglePipeline_NaultLiverTissuePipeline,seed_19193,tcdd,10.0,13,0.85,0.845,0.955,0.8466637304591745,0.949688261025718,0.7948355769810754,Portal Fibroblasts,0.8755436,0.7699058543417368,0.48034945,0.659119,0.727543226170829,0.845790848093335,0.8529614,0.92312795,0.7275432469743803
VidrSinglePipeline,NaultSinglePipeline_NaultLiverTissuePipeline,seed_19193,tcdd,30.0,5,0.876,0.711,0.624,0.8765591318324681,0.724582529819014,0.7107563612266153,Stellate Cells,0.8383067,0.7024598905919616,0.7063385,0.6221325,1.7180987264744843,1.4054987935712648,1.3107619,1.1466829,1.718098548410112
ButterflyPipeline,NaultSinglePipeline_NaultLiverTissuePipeline,seed_19193,tcdd,0.03,6,0.676,0.869,0.972,0.6736197077373434,0.9283049044838964,0.782758419243455,Cholangiocytes,0.83828247,0.4698894649015463,0.61200106,0.7284043,0.9508662307622195,0.8767754715086048,0.9751237,0.93538016,0.9508662278219439
ScGenPipeline,NaultSinglePipeline_NaultLiverTissuePipeline,seed_19193,tcdd,30.0,8,0.808,0.581,0.207,0.807753633135272,0.5680486743455256,0.4989697347872586,Cholangiocytes,0.8489373,0.7365563195515531,0.67800003,0.7504,0.9858748245061517,0.9061958561235601,0.99291223,0.9492439,0.9858748154801056
ScPreGanPipeline,NaultSinglePipeline_NaultPipeline,seed_19193,tcdd,10.0,17,0.637,0.848,0.968,0.6350214360246206,0.9391236535373362,0.7526469752618066,B Cells,0.8141179,0.20965896671634376,0.47592673,0.6007518,0.6773668753118608,0.8262369582125472,0.8230231,0.9096338,0.6773668590159698
ScGenPipeline,NaultSinglePipeline_NaultLiverTissuePipeline,seed_19193,tcdd,30.0,21,0.746,0.792,0.889,0.746098374909187,0.9048499809583356,0.7860526990349453,Hepatocytes - central,0.8358144,0.777654356987811,0.62310964,0.62861776,1.5159126278983244,1.4478663315522466,1.2312224,1.1542753,1.5159125331738064
ScGenPipeline,NaultSinglePipeline_NaultLiverTissuePipeline,seed_19193,tcdd,30.0,3,0.796,0.74,0.527,0.7929157368974021,0.6527465850355237,0.7333672704133045,Portal Fibroblasts,0.8269608,0.7489955316373125,0.6737085,0.6657229,1.4410035945446964,0.9035330875383751,1.2004181,0.9479111,1.4410037049802615
ScPreGanPipeline,NaultSinglePipeline_NaultPipeline,seed_19193,tcdd,10.0,16,0.177,0.106,0.558,0.17688407117331106,0.4630194607746831,0.14406630777579102,Portal Fibroblasts,0.8064823,0.22606974789915968,0.58553135,0.6493391,0.9182704181295775,0.9170281912313237,0.95826423,0.9562377,0.918270439334778
ScPreGanPipeline,NaultSinglePipeline_NaultPipeline,seed_19193,tcdd,10.0,33,0.823,0.785,0.824,0.8223215695447358,0.8839026754676947,0.7663950923434999,Macrophage,0.8449911,0.17896451624901943,0.29545274,0.52938646,0.5142792717984075,0.8563557073093109,0.71713257,0.9281426,0.5142793262919271
ScPreGanPipeline,NaultSinglePipeline_NaultPipeline,seed_19193,tcdd,10.0,23,0.653,0.867,0.941,0.6514585636809497,0.9374634051456197,0.7931401887344601,T Cells,0.8285953,0.21192065636429533,0.39806756,0.6223282,0.6244859857325843,0.8022660413860605,0.7902443,0.9014595,0.6244859719601623
ScPreGanPipeline,NaultSinglePipeline_NaultPipeline,seed_19193,tcdd,10.0,20,0.75,0.671,0.759,0.7442029548881147,0.7557974776809833,0.6500385819413885,Neutrophils,0.7954616,0.20979590878604962,0.37469956,0.55838734,0.5389594251977095,1.5930691464393416,0.73413855,1.2292764,0.5389594219581297
ScPreGanPipeline,NaultSinglePipeline_NaultPipeline,seed_19193,tcdd,10.0,26,0.745,0.766,0.476,0.7399273932865378,0.7906877599422562,0.662068501497774,Subtype 1,0.7830074,0.21136505617977527,0.4196697,0.57020855,0.7825372831332947,1.177211075615284,0.8846113,1.0473716,0.7825373041494719
ScPreGanPipeline,NaultSinglePipeline_NaultPipeline,seed_19193,tcdd,30.0,7,0.366,0.264,0.008,0.36454181760523524,0.2375905560956187,0.16332868180241228,Cholangiocytes,0.59512657,0.21494468381511514,0.54840916,0.5138702,0.8810240010533672,0.9032110938069905,0.9386288,0.95820445,0.8810239561232905
ButterflyPipeline,NaultSinglePipeline_NaultLiverTissuePipeline,seed_19193,tcdd,0.3,7,0.694,0.889,0.874,0.6927443630029222,0.960108650904243,0.8272335148591226,Cholangiocytes,0.87526065,0.4606881882925134,0.5729995,0.76309615,0.9057353940215662,0.9860599650038311,0.9517013,0.9972972,0.9057353683224603
ButterflyPipeline,NaultSinglePipeline_NaultPipeline,seed_19193,tcdd,30.0,4,0.676,0.398,0.268,0.6740715145377658,0.20595237810896047,0.251214047132651,Subtype 1,0.80860895,0.38409756690997565,0.5739988,0.6310916,0.6936570504426375,1.058282967784344,0.8328608,1.0081869,0.6936569829965674
ScPreGanPipeline,NaultSinglePipeline_NaultPipeline,seed_19193,tcdd,30.0,4,0.152,0.004,0.001,0.15169363443754477,0.009324381103357909,0.010174357777149588,Stellate Cells,0.62023515,0.22540397804017254,0.6695531,0.6079965,0.9429119034610483,0.9774878661821049,0.97103626,0.9906653,0.9429119932115775
ButterflyPipeline,NaultSinglePipeline_NaultLiverTissuePipeline,seed_19193,tcdd,0.3,39,0.968,0.962,0.974,0.9690013725832746,0.9708537997027018,0.9468606434968624,Hepatocytes - portal,0.8623735,0.2642832096292841,0.33864486,0.5470823,0.5899920954120578,0.8181807566775166,0.7681094,1.0000396,0.5899919555306129
ButterflyPipeline,NaultSinglePipeline_NaultLiverTissuePipeline,seed_19193,tcdd,0.03,38,0.968,0.912,0.933,0.9675690657675413,0.9282449540651324,0.9083005851203808,Hepatocytes - central,0.81016266,0.2922396494623412,0.32865876,0.44054744,0.6329450271184996,0.7097736338615614,0.7955784,0.8503821,0.6329450805597867
ScPreGanPipeline,NaultSinglePipeline_NaultLiverTissuePipeline,seed_19193,tcdd,0.01,11,0.808,0.814,0.797,0.8085282400408748,0.7931802704245287,0.7931808160226794,Hepatocytes - portal,0.6420714,0.07182384876596254,0.34405988,0.3940574,0.9087377093997857,0.9140931956131502,0.9532777,0.96539676,0.9087376345262251
ScPreGanPipeline,NaultSinglePipeline_NaultPipeline,seed_19193,tcdd,30.0,15,0.531,0.444,0.679,0.5320412455724999,0.3236503429479244,0.2797659070218412,B Cells,0.77537453,0.1797772380275012,0.55491483,0.5814601,0.7149830703822738,0.8286791751763126,0.84556675,0.91877335,0.7149831061595397
ScPreGanPipeline,NaultSinglePipeline_NaultPipeline,seed_19193,tcdd,30.0,15,0.65,0.476,0.359,0.6468711787487774,0.35504778123063807,0.25000157831242314,Subtype 1,0.65168977,0.17682664233576642,0.37263125,0.49024782,0.5657734017232844,0.9435272864234898,0.7521791,0.97394073,0.5657734152332328
ScPreGanPipeline,NaultSinglePipeline_NaultLiverTissuePipeline,seed_19193,tcdd,0.01,1,0.254,0.031,0.005,0.2539185159563482,0.003599530830213459,0.0062299035267778325,Stellate Cells,0.7830047,0.1456636079074806,0.71972966,0.70856565,1.0960592592867575,1.058939844020326,1.0469286,1.0292611,1.0960592901286357
ButterflyPipeline,NaultSinglePipeline_NaultPipeline,seed_19193,tcdd,10.0,9,0.815,0.711,0.748,0.8095849977456475,0.7514789857752244,0.6995458748433654,Neutrophils,0.857207,0.35145647216633136,0.43380323,0.64384615,0.540148072237294,1.9564497074643445,0.7349476,1.3476564,0.540148090006452
ScPreGanPipeline,NaultSinglePipeline_NaultPipeline,seed_19193,tcdd,30.0,7,0.396,0.487,0.776,0.39597992641464286,0.7791546461437632,0.3720291304225038,Hepatocytes - portal,0.5934554,0.18786209888773625,0.42403913,0.41656777,0.5742742490752873,0.7496992386529747,0.75780934,0.88844466,0.5742742300839649
ScPreGanPipeline,NaultSinglePipeline_NaultPipeline,seed_19193,tcdd,30.0,7,0.259,0.067,0.026,0.25903090825464375,0.01248193177676903,0.04098135754765557,Endothelial Cells,0.7224189,0.23105255172009903,0.7600869,0.65571916,0.9581474125906895,0.99092123304045,0.97885007,0.99470425,0.9581470002535012
ButterflyPipeline,NaultSinglePipeline_NaultLiverTissuePipeline,seed_19193,tcdd,0.3,7,0.558,0.83,0.408,0.5534103859235974,0.8062375557270143,0.6187294833096064,Portal Fibroblasts,0.855811,0.44426547619047624,0.6814118,0.7895734,0.9333335930504352,1.0444668973326592,0.966092,1.0206317,0.9333336069445257
ScPreGanPipeline,NaultSinglePipeline_NaultPipeline,seed_19193,tcdd,30.0,11,0.511,0.168,0.084,0.5100934001857255,0.025657707610625403,0.46712072812504607,Neutrophils,0.7455711,0.2250150264550264,0.49182695,0.5110679,0.4973985710372024,1.0077090172372083,0.70526487,1.0248202,0.4973985304185699
ButterflyPipeline,NaultSinglePipeline_NaultLiverTissuePipeline,seed_19193,tcdd,1.0,6,0.702,0.724,0.642,0.7002756754980476,0.5482521454404878,0.7400275341593805,Cholangiocytes,0.85506266,0.4652963613861386,0.4303839,0.69967353,0.8478338744569743,0.929575603820316,0.9207792,0.9633192,0.8478338745387454
ButterflyPipeline,NaultSinglePipeline_NaultLiverTissuePipeline,seed_19193,tcdd,1.0,58,0.955,0.945,0.964,0.9535246149529015,0.9610454445385495,0.9383869356287374,Hepatocytes - portal,0.85475487,0.3147355407781304,0.2772443,0.44716465,0.3622557591551797,0.6418123068580959,0.6018775,0.807138,0.36225565407767957
ButterflyPipeline,NaultSinglePipeline_NaultLiverTissuePipeline,seed_19193,tcdd,0.01,3,0.543,0.52,0.676,0.5387599680117368,0.6025650130557415,0.41813333792867796,Portal Fibroblasts,0.83184993,0.4706857142857143,0.6426023,0.7354168,0.957431594604435,0.9383063437250053,0.9784844,0.96412766,0.9574316315310303
ScPreGanPipeline,NaultSinglePipeline_NaultPipeline,seed_19193,tcdd,30.0,16,0.569,0.684,0.861,0.5684915847726494,0.8921889881834311,0.670373246159033,Hepatocytes - central,0.56599027,0.1679795304118156,0.44546223,0.3788044,0.6404240166825479,0.8229011876226947,0.80026513,0.8925329,0.6404242246408985
ButterflyPipeline,NaultSinglePipeline_NaultLiverTissuePipeline,seed_19193,tcdd,3.0,6,0.711,0.899,0.958,0.7066171459561679,0.9693865223241039,0.8634487280559715,Cholangiocytes,0.8611706,0.464999801980198,0.3226083,0.5963739,0.7419964337670729,0.797923615471834,0.86139226,0.8938958,0.7419964264497659
ScPreGanPipeline,NaultSinglePipeline_NaultLiverTissuePipeline,seed_19193,tcdd,0.01,10,0.925,0.924,0.951,0.925709169231666,0.9512926553340887,0.9148105938040066,Hepatocytes - central,0.7080996,0.1082262431560056,0.29101306,0.43527654,0.94397475917014,0.8761723267373541,0.9715835,0.95358396,0.9439743823301491
ButterflyPipeline,NaultSinglePipeline_NaultLiverTissuePipeline,seed_19193,tcdd,30.0,9,0.42,0.037,0.182,0.41949626042097093,0.32343797021112736,0.024683600736435954,Stellate Cells,0.82332885,0.45857305626272116,0.7694503,0.70295614,1.0001272915681785,1.0365937140803934,1.0000637,1.0178652,1.0001273268798694
ScPreGanPipeline,NaultSinglePipeline_NaultPipeline,seed_19193,tcdd,30.0,9,0.355,0.367,0.162,0.3526880733579403,0.27977403925471606,0.36122983875958975,Portal Fibroblasts,0.6753845,0.22102446183953034,0.62510765,0.5940416,0.9640272305804611,0.8931725568350842,0.98184884,0.94528073,0.9640272110824019
ScPreGanPipeline,NaultSinglePipeline_NaultPipeline,seed_19193,tcdd,30.0,2,0.53,0.493,0.371,0.5303257465706495,0.21430340396227657,0.36758525540799275,Macrophage,0.6754659,0.14366356303692077,0.50458646,0.48479366,0.9218797250426872,1.0903506969198478,0.96014565,1.0610605,0.9218792698647159
ButterflyPipeline,NaultSinglePipeline_NaultLiverTissuePipeline,seed_19193,tcdd,3.0,69,0.976,0.972,0.964,0.9766465914626477,0.9603746931897753,0.9690810757435316,Hepatocytes - central,0.8058655,0.2710880189000768,0.30768532,0.41115817,0.17091824757368984,0.43020331695585223,0.4134231,0.66705173,0.17091817822484476
ScPreGanPipeline,NaultSinglePipeline_NaultLiverTissuePipeline,seed_19193,tcdd,3.0,17,0.328,0.212,0.086,0.3262369832656644,0.019109711294143496,0.13168181680036078,Cholangiocytes,0.7193593,0.2008523620933522,0.51474565,0.6109072,0.9051679901020502,0.9006802173673146,0.95140314,0.948594,0.905167993641699
ButterflyPipeline,NaultSinglePipeline_NaultLiverTissuePipeline,seed_19193,tcdd,0.1,7,0.671,0.887,0.91,0.6692292358301967,0.9684865090092817,0.8120019050788408,Cholangiocytes,0.86331517,0.4529229385533974,0.64416766,0.7764616,0.8959923855763432,0.8959125071490781,0.9465689,0.94809955,0.8959924243728732
ScPreGanPipeline,NaultSinglePipeline_NaultLiverTissuePipeline,seed_19193,tcdd,0.03,8,0.91,0.863,0.891,0.9094094255014638,0.8852438409806838,0.8560128263265576,Hepatocytes - central,0.73859733,0.13216349640238859,0.32144603,0.42690837,0.7974881190393354,0.8058496791080136,0.89302176,0.9084566,0.7974880943289541
ScPreGanPipeline,NaultSinglePipeline_NaultPipeline,seed_19193,tcdd,30.0,6,0.529,0.362,0.769,0.5281263628146998,0.4602650506107603,0.3496231644737101,T Cells,0.72130966,0.20089913011960855,0.5807234,0.5592693,0.7300965311102172,0.8969113473148548,0.8544567,0.96009564,0.7300965326833492
ButterflyPipeline,NaultSinglePipeline_NaultLiverTissuePipeline,seed_19193,tcdd,3.0,68,0.966,0.958,0.97,0.9654056350873339,0.9698133436042827,0.947187157429013,Hepatocytes - portal,0.85291404,0.30385507870966805,0.18894146,0.40189388,0.17136890556203,0.40503650772993116,0.4139669,0.64491886,0.17136894579930936
ScPreGanPipeline,NaultSinglePipeline_NaultLiverTissuePipeline,seed_19193,tcdd,0.1,9,0.947,0.941,0.821,0.946332392604026,0.799733276971469,0.931313485536218,Hepatocytes - central,0.7506168,0.14660864840349236,0.551412,0.5080422,1.0902238714250732,0.9271274067272572,1.0441375,0.9953106,1.0902238584204325
ScPreGanPipeline,NaultSinglePipeline_NaultLiverTissuePipeline,seed_19193,tcdd,0.03,7,0.483,0.702,0.823,0.48046817238421996,0.6353859105085371,0.5115304484982968,Cholangiocytes,0.7724511,0.15822999221270442,0.63149446,0.6770381,0.9953768370946826,0.9244179280527134,0.9976858,0.9601493,0.9953768837972423
ScPreGanPipeline,NaultSinglePipeline_NaultLiverTissuePipeline,seed_19193,tcdd,0.03,3,0.358,0.473,0.857,0.35752465603929345,0.6964565513523724,0.32099247545600823,Stellate Cells,0.78485024,0.19792592396064088,0.502824,0.6280268,0.9841577189381815,0.9765552751852381,0.99204713,0.98922396,0.9841576067623324
ScPreGanPipeline,NaultSinglePipeline_NaultLiverTissuePipeline,seed_19193,tcdd,30.0,7,0.268,0.069,0.205,0.2674969361879296,0.27166149529857503,0.11150081761070854,Stellate Cells,0.5979789,0.17963465581954102,0.6567861,0.5902321,0.9770421202130738,1.003010488924132,0.9884542,1.0070773,0.9770421342338697
ScPreGanPipeline,NaultSinglePipeline_NaultLiverTissuePipeline,seed_19193,tcdd,0.3,6,0.889,0.91,0.927,0.8892123963631555,0.8897880682498834,0.890577287348952,Hepatocytes - central,0.7680778,0.11323119232199437,0.46119648,0.4913545,0.9291874466305567,0.9044823408815581,0.9639437,0.99737215,0.9291877408773298
ScPreGanPipeline,NaultSinglePipeline_NaultLiverTissuePipeline,seed_19193,tcdd,0.01,4,0.359,0.132,0.076,0.35925184850481195,0.10314637633213454,0.10382815479338108,Endothelial Cells,0.86107874,0.178937473196175,0.71138203,0.78755313,1.1084754599909605,1.085248144539372,1.052841,1.040322,1.1084752044956097
ButterflyPipeline,NaultSinglePipeline_NaultLiverTissuePipeline,seed_19193,tcdd,3.0,38,0.479,0.674,0.796,0.47940575860914225,0.8716184080091319,0.5318137875379049,Stellate Cells,0.8800595,0.46773230174166547,0.3355959,0.5390243,0.8574220993426309,0.8600165178142033,0.9259713,0.92051697,0.8574221390321745
ButterflyPipeline,NaultSinglePipeline_NaultLiverTissuePipeline,seed_19193,tcdd,0.01,1,0.461,0.148,0.089,0.4616214436436272,0.0531635917599757,0.12872165392134327,Endothelial Cells,0.8777266,0.46052478565462696,0.7370436,0.7640889,1.0941438896891929,1.0724819803288237,1.0460134,1.03561,1.094143773392799
